"id","Name","Universe","Alignment","Eye_Color","Sex","GSM","Alive","AppearanceBin","Inaugural_Mo","Inaugural_Yr","IdentitiyStatus","URL","TotalAppearances"
140,"James Madrox (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",3,"Feb",1975,"Public Identity","https://marvel.fandom.com/James_Madrox_(Earth-616)",271
141,"Heimdall (Earth-616)","marvel","Good Characters","Grey Eyes","Male Characters","","Living Characters",3,"Oct",1962,"Secret Identity","https://marvel.fandom.com/Heimdall_(Earth-616)",270
142,"Theresa Cassidy (Earth-616)","marvel","Good Characters","Green Eyes","Female Characters","","Living Characters",3,"Apr",1981,"Secret Identity","https://marvel.fandom.com/Theresa_Cassidy_(Earth-616)",267
143,"Laura Kinney (Earth-616)","marvel","Good Characters","Green Eyes","Female Characters","","Living Characters",3,"Feb",2004,"Secret Identity","https://marvel.fandom.com/Laura_Kinney_(Earth-616)",265
144,"Arthur Douglas (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",3,"Feb",1973,"Secret Identity","https://marvel.fandom.com/Arthur_Douglas_(Earth-616)",264
145,"Peter Parker (Ben Reilly) (Earth-616)","marvel","Good Characters","Hazel Eyes","Male Characters","","Deceased Characters",3,"Oct",1975,"Secret Identity","https://marvel.fandom.com/Peter_Parker_(Ben_Reilly)_(Earth-616)",263
146,"Warlock (Technarch) (Earth-616)","marvel","Good Characters","Black Eyes","Male Characters","","Living Characters",3,"Aug",1984,"Secret Identity","https://marvel.fandom.com/Warlock_(Technarch)_(Earth-616)",261
147,"Kevin Plunder (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",3,"Mar",1965,"Public Identity","https://marvel.fandom.com/Kevin_Plunder_(Earth-616)",260
148,"Leonard Samson (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",3,"Jul",1971,"Public Identity","https://marvel.fandom.com/Leonard_Samson_(Earth-616)",260
149,"Melissa Gold (Earth-616)","marvel","Good Characters","Green Eyes","Female Characters","","Living Characters",3,"Aug",1979,"Secret Identity","https://marvel.fandom.com/Melissa_Gold_(Earth-616)",260
150,"Lockheed (Earth-616)","marvel","Good Characters","","Male Characters","","Living Characters",3,"Feb",1983,"Secret Identity","https://marvel.fandom.com/Lockheed_(Earth-616)",260
151,"Mercedes Knight (Earth-616)","marvel","Good Characters","Brown Eyes","Female Characters","","Living Characters",3,"Mar",1972,"Public Identity","https://marvel.fandom.com/Mercedes_Knight_(Earth-616)",259
152,"Moira Kinross (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",3,"Dec",1975,"No Dual Identity","https://marvel.fandom.com/Moira_Kinross_(Earth-616)",259
153,"Karnak (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",3,"Dec",1965,"Secret Identity","https://marvel.fandom.com/Karnak_(Earth-616)",257
154,"Namorita Prentiss (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",3,"Jun",1972,"Public Identity","https://marvel.fandom.com/Namorita_Prentiss_(Earth-616)",257
155,"Lockjaw (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",3,"Dec",1965,"Secret Identity","https://marvel.fandom.com/Lockjaw_(Earth-616)",255
156,"Adam Warlock (Earth-616)","marvel","Good Characters","White Eyes","Male Characters","","Living Characters",3,"Sep",1967,"No Dual Identity","https://marvel.fandom.com/Adam_Warlock_(Earth-616)",252
157,"Heather McNeil (Earth-616)","marvel","Neutral Characters","Green Eyes","Female Characters","","Living Characters",3,"Nov",1980,"Public Identity","https://marvel.fandom.com/Heather_McNeil_(Earth-616)",252
158,"Curtis Connors (Earth-616)","marvel","Neutral Characters","Red Eyes","Male Characters","","Living Characters",2,"Nov",1963,"Public Identity","https://marvel.fandom.com/Curtis_Connors_(Earth-616)",250
159,"Theodore Sallis (Earth-616)","marvel","Good Characters","Red Eyes","Male Characters","","Living Characters",2,"May",1971,"Secret Identity","https://marvel.fandom.com/Theodore_Sallis_(Earth-616)",249
160,"Adrian Toomes (Earth-616)","marvel","Bad Characters","Hazel Eyes","Male Characters","","Living Characters",2,"May",1963,"Public Identity","https://marvel.fandom.com/Adrian_Toomes_(Earth-616)",248
161,"Amora (Earth-616)","marvel","Bad Characters","Green Eyes","Female Characters","","Living Characters",2,"Apr",1964,"Public Identity","https://marvel.fandom.com/Amora_(Earth-616)",247
162,"Clea (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Nov",1964,"No Dual Identity","https://marvel.fandom.com/Clea_(Earth-616)",247
163,"Mar-Vell (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Dec",1967,"Public Identity","https://marvel.fandom.com/Mar-Vell_(Earth-616)",245
164,"Eugene Judd (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Aug",1983,"Public Identity","https://marvel.fandom.com/Eugene_Judd_(Earth-616)",245
165,"Daimon Hellstrom (Earth-616)","marvel","Neutral Characters","Red Eyes","Male Characters","","Living Characters",2,"Sep",1973,"No Dual Identity","https://marvel.fandom.com/Daimon_Hellstrom_(Earth-616)",242
166,"John Jonah Jameson III (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Mar",1963,"No Dual Identity","https://marvel.fandom.com/John_Jonah_Jameson_III_(Earth-616)",240
167,"Triton (Earth-616)","marvel","Good Characters","Green Eyes","Male Characters","","Living Characters",2,"Dec",1965,"No Dual Identity","https://marvel.fandom.com/Triton_(Earth-616)",240
168,"Meggan Puceanu (Earth-616)","marvel","Good Characters","","Female Characters","","Living Characters",2,"Dec",1983,"Secret Identity","https://marvel.fandom.com/Meggan_Puceanu_(Earth-616)",240
169,"Robert Reynolds (Earth-616)","marvel","Neutral Characters","Blue Eyes","Male Characters","","Living Characters",2,"Sep",2000,"Secret Identity","https://marvel.fandom.com/Robert_Reynolds_(Earth-616)",240
170,"Aleksei Sytsevich (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",2,"Oct",1966,"Secret Identity","https://marvel.fandom.com/Aleksei_Sytsevich_(Earth-616)",239
171,"Santo Vaccarro (Earth-616)","marvel","Good Characters","White Eyes","Male Characters","","Living Characters",2,"Sep",2003,"Secret Identity","https://marvel.fandom.com/Santo_Vaccarro_(Earth-616)",238
172,"Jonathan Clay (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","Homosexual Characters","Living Characters",2,"Aug",1960,"Secret Identity","https://marvel.fandom.com/Jonathan_Clay_(Earth-616)",237
173,"Ares (Earth-616)","marvel","Neutral Characters","Brown Eyes","Male Characters","","Deceased Characters",2,"Apr",1949,"Secret Identity","https://marvel.fandom.com/Ares_(Earth-616)",236
174,"Sersi (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Sep",1976,"Secret Identity","https://marvel.fandom.com/Sersi_(Earth-616)",236
175,"Guido Carosella (Earth-616)","marvel","Neutral Characters","Brown Eyes","Male Characters","","Living Characters",2,"Jul",1985,"Secret Identity","https://marvel.fandom.com/Guido_Carosella_(Earth-616)",236
176,"Zabu (Earth-616)","marvel","Good Characters","Green Eyes","Male Characters","","Living Characters",2,"Mar",1965,"Public Identity","https://marvel.fandom.com/Zabu_(Earth-616)",234
177,"Michael Morbius (Earth-616)","marvel","Neutral Characters","Red Eyes","Male Characters","","Living Characters",2,"Oct",1971,"Secret Identity","https://marvel.fandom.com/Michael_Morbius_(Earth-616)",231
178,"Julio Richter (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","Homosexual Characters","Living Characters",2,"Jun",1987,"Secret Identity","https://marvel.fandom.com/Julio_Richter_(Earth-616)",231
179,"Phoenix Force (Earth-616)","marvel","Neutral Characters","","","","Deceased Characters",2,"Oct",1976,"Secret Identity","https://marvel.fandom.com/Phoenix_Force_(Earth-616)",229
180,"Megan Gwynn (Earth-616)","marvel","Good Characters","Black Eyeballs","Female Characters","","Living Characters",2,"Nov",2004,"Public Identity","https://marvel.fandom.com/Megan_Gwynn_(Earth-616)",229
181,"Kyle Richmond (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Oct",1969,"Secret Identity","https://marvel.fandom.com/Kyle_Richmond_(Earth-616)",227
182,"Karen Page (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",2,"Apr",1964,"No Dual Identity","https://marvel.fandom.com/Karen_Page_(Earth-616)",226
183,"Tyrone Johnson (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Mar",1982,"Secret Identity","https://marvel.fandom.com/Tyrone_Johnson_(Earth-616)",226
184,"Maxwell Dillon (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Living Characters",2,"Feb",1964,"Public Identity","https://marvel.fandom.com/Maxwell_Dillon_(Earth-616)",225
185,"Valerie Cooper (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Dec",1983,"Public Identity","https://marvel.fandom.com/Valerie_Cooper_(Earth-616)",225
186,"Anna May (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Aug",1964,"No Dual Identity","https://marvel.fandom.com/Anna_May_(Earth-616)",224
187,"Vlad Dracula (Earth-616)","marvel","Bad Characters","Red Eyes","Male Characters","","Living Characters",2,"Mar",1951,"No Dual Identity","https://marvel.fandom.com/Vlad_Dracula_(Earth-616)",223
188,"Tandy Bowen (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Mar",1982,"Secret Identity","https://marvel.fandom.com/Tandy_Bowen_(Earth-616)",222
189,"Monet St. Croix (Earth-616)","marvel","Good Characters","Brown Eyes","Female Characters","","Living Characters",2,"Nov",1994,"No Dual Identity","https://marvel.fandom.com/Monet_St._Croix_(Earth-616)",221
190,"Gamora (Earth-616)","marvel","Neutral Characters","Yellow Eyes","Female Characters","","Living Characters",2,"Jun",1975,"No Dual Identity","https://marvel.fandom.com/Gamora_(Earth-616)",218
191,"Amara Aquilla (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Oct",1983,"Secret Identity","https://marvel.fandom.com/Amara_Aquilla_(Earth-616)",217
192,"Julia Carpenter (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Oct",1984,"Secret Identity","https://marvel.fandom.com/Julia_Carpenter_(Earth-616)",212
193,"Jane Foster (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Sep",1962,"No Dual Identity","https://marvel.fandom.com/Jane_Foster_(Earth-616)",211
194,"Mortimer Toynbee (Earth-616)","marvel","Neutral Characters","Black Eyes","Male Characters","","Living Characters",2,"Mar",1964,"Secret Identity","https://marvel.fandom.com/Mortimer_Toynbee_(Earth-616)",210
195,"Scott Lang (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Mar",1979,"Public Identity","https://marvel.fandom.com/Scott_Lang_(Earth-616)",209
196,"Paige Guthrie (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Nov",1984,"Secret Identity","https://marvel.fandom.com/Paige_Guthrie_(Earth-616)",207
197,"Benjamin Parker (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Aug",1962,"No Dual Identity","https://marvel.fandom.com/Benjamin_Parker_(Earth-616)",205
198,"Erik Josten (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Oct",1965,"Secret Identity","https://marvel.fandom.com/Erik_Josten_(Earth-616)",204
199,"Jeanne-Marie Beaubier (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Apr",1979,"Secret Identity","https://marvel.fandom.com/Jeanne-Marie_Beaubier_(Earth-616)",203
200,"Carl Creel (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Living Characters",2,"Apr",1964,"Public Identity","https://marvel.fandom.com/Carl_Creel_(Earth-616)",202
201,"Gloria Grant (Earth-616)","marvel","","Brown Eyes","Female Characters","","Living Characters",2,"Jan",1975,"No Dual Identity","https://marvel.fandom.com/Gloria_Grant_(Earth-616)",202
202,"Michael Twoyoungmen (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Apr",1979,"Public Identity","https://marvel.fandom.com/Michael_Twoyoungmen_(Earth-616)",200
203,"Hope Summers (Earth-616)","marvel","Good Characters","Green Eyes","Female Characters","","Living Characters",2,"Jan",2008,"Secret Identity","https://marvel.fandom.com/Hope_Summers_(Earth-616)",200
204,"Eric Masterson (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"May",1988,"Secret Identity","https://marvel.fandom.com/Eric_Masterson_(Earth-616)",198
205,"Alexander Power (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Aug",1984,"Secret Identity","https://marvel.fandom.com/Alexander_Power_(Earth-616)",197
206,"Matthew Hawk (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Nov",1962,"Secret Identity","https://marvel.fandom.com/Matthew_Hawk_(Earth-616)",195
207,"Jessica Jones (Earth-616)","marvel","Good Characters","Brown Eyes","Female Characters","","Living Characters",2,"Sep",1963,"No Dual Identity","https://marvel.fandom.com/Jessica_Jones_(Earth-616)",195
208,"Frederick Dukes (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Living Characters",2,"Jan",1964,"Public Identity","https://marvel.fandom.com/Frederick_Dukes_(Earth-616)",194
209,"Eric Brooks (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Jul",1973,"Public Identity","https://marvel.fandom.com/Eric_Brooks_(Earth-616)",194
210,"Eros (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Feb",1973,"Public Identity","https://marvel.fandom.com/Eros_(Earth-616)",193
211,"Madison Jeffries (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Aug",1983,"No Dual Identity","https://marvel.fandom.com/Madison_Jeffries_(Earth-616)",193
212,"Mandarin (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Feb",1964,"Secret Identity","https://marvel.fandom.com/Mandarin_(Earth-616)",190
213,"The Wizard (Earth-616)","marvel","Bad Characters","Hazel Eyes","Male Characters","","Living Characters",2,"Nov",1962,"Public Identity","https://marvel.fandom.com/The_Wizard_(Earth-616)",189
214,"Akihiro (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","Bisexual Characters","Living Characters",2,"Oct",2006,"Secret Identity","https://marvel.fandom.com/Akihiro_(Earth-616)",189
215,"Sergei Kravinoff (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",2,"Aug",1964,"Public Identity","https://marvel.fandom.com/Sergei_Kravinoff_(Earth-616)",188
216,"Jonothon Starsmore (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Nov",1994,"Secret Identity","https://marvel.fandom.com/Jonothon_Starsmore_(Earth-616)",187
217,"Helmut Zemo (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Living Characters",2,"Dec",1973,"Public Identity","https://marvel.fandom.com/Helmut_Zemo_(Earth-616)",184
218,"Victor Borkowski (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","Homosexual Characters","Living Characters",2,"Aug",2003,"Secret Identity","https://marvel.fandom.com/Victor_Borkowski_(Earth-616)",184
219,"Edward Leeds (Earth-616)","marvel","Neutral Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Nov",1964,"Secret Identity","https://marvel.fandom.com/Edward_Leeds_(Earth-616)",181
220,"Ultron (Earth-616)","marvel","Bad Characters","Red Eyes","Male Characters","","Deceased Characters",2,"Jul",1968,"No Dual Identity","https://marvel.fandom.com/Ultron_(Earth-616)",181
221,"Douglas Ramsey (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Mar",1984,"Secret Identity","https://marvel.fandom.com/Douglas_Ramsey_(Earth-616)",181
